id,title,original_language,revenue,budget,runtime,status,tagline,vote_count,year,popularity_ranking
672,Harry Potter and the Chamber of Secrets,en,876688482,100000000,161.0,Released,Hogwarts is back in session.,5815,2002,7
36557,Casino Royale,en,599045960,150000000,144.0,Released,Everyone has a past. Every legend has a beginning.,3855,2006,7
869,Planet of the Apes,en,362211740,100000000,119.0,Released,You'll be sorry you were ever born human,1243,2001,5
280,Terminator 2: Judgment Day,en,520000000,100000000,137.0,Released,It's nothing personal.,4185,1991,7
11322,Public Enemies,en,214104620,80000000,140.0,Released,America's Most Wanted.,1344,2009,6
4982,American Gangster,en,266465037,100000000,157.0,Released,There are two sides to the American dream,1502,2007,7
36955,True Lies,en,378882411,115000000,141.0,Released,"When he said I do, he never said what he did.",1116,1994,6
18487,The Taking of Pelham 1 2 3,en,150166126,100000000,106.0,Released,I can't get it out of my head. I'm gonna die today.,954,2009,6
39451,Little Fockers,en,310650585,100000000,98.0,Released,"Kids bring everyone closer, right?",1060,2010,5
27581,The Other Guys,en,170432927,100000000,107.0,Released,When the cops are busy... Our only hope is...,1383,2010,6
9268,Eraser,en,242295562,100000000,115.0,Released,He will erase your past to protect your future.,543,1996,5
68718,Django Unchained,en,425368238,100000000,165.0,Released,"Life, liberty and the pursuit of vengeance.",10099,2012,7
10545,The Hunchback of Notre Dame,en,100138851,100000000,91.0,Released,,1129,1996,6
11688,The Emperor's New Groove,en,169327687,100000000,78.0,Released,It's All About.....ME!,1490,2000,7
76163,The Expendables 2,en,312573423,100000000,103.0,Released,Back for War.,2896,2012,6
2059,National Treasure,en,347451894,100000000,131.0,Released,The greatest adventure history has ever revealed.,1926,2004,6
2486,Eragon,en,249288105,100000000,104.0,Released,"As darkness falls, the last dragon will choose its rider.",967,2006,4
16523,Where the Wild Things Are,en,100086793,100000000,101.0,Released,There's one in all of us.,572,2009,6
116711,Epic,en,268426634,100000000,102.0,Released,Discover a world beyond your imagination,1121,2013,6
37710,The Tourist,en,278731369,100000000,103.0,Released,It all started when he met a woman,1699,2010,6
9946,End of Days,en,211989043,100000000,121.0,Released,Prepare for the end.,482,1999,5
1372,Blood Diamond,en,170877916,100000000,143.0,Released,It will cost you everything.,2281,2006,7
106646,The Wolf of Wall Street,en,392000694,100000000,180.0,Released,EARN. SPEND. PARTY.,6571,2013,7
414,Batman Forever,en,336529144,100000000,121.0,Released,"Courage now, truth always...",1498,1995,5
563,Starship Troopers,en,121214377,105000000,129.0,Released,The only good bug is a dead bug.,1560,1997,6
83542,Cloud Atlas,en,130482868,102000000,172.0,Released,Everything is Connected,2977,2012,6
41216,Legend of the Guardians: The Owls of Ga'Hoole,en,140073390,80000000,97.0,Released,On his way to finding a legend...he will become one.,703,2010,6
314,Catwoman,en,82102379,100000000,104.0,Released,CATch her in IMAX,808,2004,4
184315,Hercules,en,243400000,100000000,99.0,Released,"Before he was a legend, he was a man.",1680,2014,5
9016,Treasure Planet,en,109578115,140000000,95.0,Released,Find your place in the universe.,948,2002,7
18162,Land of the Lost,en,68688831,100000000,102.0,Released,Right place. Wrong time.,381,2009,5
138103,The Expendables 3,en,206172544,90000000,127.0,Released,New team. New attitude. New mission.,1795,2014,6
257088,Point Break,en,133718711,105000000,114.0,Released,The only law that matters is gravity,783,2015,5
10214,Son of the Mask,en,0,84000000,94.0,Released,Who's next?,338,2005,3
205775,In the Heart of the Sea,en,93820758,100000000,122.0,Released,Based on the incredible true story that inspired Moby Dick,1276,2015,6
11692,The Adventures of Pluto Nash,en,7103973,100000000,95.0,Released,Action's future has arrived...,142,2002,4
22972,Green Zone,en,94882889,100000000,115.0,Released,Chief Warrant Officer Roy Miller is done following orders,717,2010,6
227973,The Peanuts Movie,en,246233113,99000000,88.0,Released,The story of an underdog. And his dog.,604,2015,6
29193,The Spanish Prisoner,en,13835130,10000000,110.0,Released,It's the oldest con in the book.,73,1997,7
1734,The Mummy Returns,en,433013274,98000000,130.0,Released,The most powerful force on earth is about to be unleashed by the two people who should know better.,2206,2001,6
3131,Gangs of New York,en,193772504,100000000,167.0,Released,America was born in the streets.,1910,2002,7
76758,The Flowers of War,zh,95311434,94000000,145.0,Released,,187,2011,7
9408,Surf's Up,en,149044513,85000000,85.0,Released,"In the coldest place on Earth, he's the hottest thing around.",601,2007,5
9890,The Stepford Wives,en,102000000,90000000,93.0,Released,The wives of Stepford have a secret.,334,2004,5
855,Black Hawk Down,en,172989651,92000000,144.0,Released,Leave No Man Behind.,1811,2001,7
77953,The Campaign,en,104907746,0,85.0,Released,May The Best Loser Win.,578,2012,5
18,The Fifth Element,en,263920180,90000000,126.0,Released,There is no future without it.,3885,1997,7
37786,Sex and the City 2,en,288347692,100000000,146.0,Released,Carrie on.,426,2010,5
10501,The Road to El Dorado,en,76432727,95000000,89.0,Released,They came for the gold... they stayed for the adventure.,858,2000,7
57800,Ice Age: Continental Drift,en,877244782,95000000,88.0,Released,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.",2672,2012,6
150689,Cinderella,en,543514353,95000000,105.0,Released,Midnight is just the beginning.,2374,2015,6
7980,The Lovely Bones,en,93525586,65000000,136.0,Released,The story of a life and everything that came after...,1065,2009,6
12,Finding Nemo,en,940335536,94000000,100.0,Released,"There are 3.7 trillion fish in the ocean, they're looking for one.",6122,2003,7
122,The Lord of the Rings: The Return of the King,en,1118888979,94000000,201.0,Released,The eye of the enemy is moving.,8064,2003,8
121,The Lord of the Rings: The Two Towers,en,926287400,79000000,179.0,Released,A New Power Is Rising.,7487,2002,8
68737,Seventh Son,en,114178613,95000000,102.0,Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",957,2014,5
1995,Lara Croft: Tomb Raider,en,274703340,115000000,100.0,Released,Born into Wealth. Groomed by the Elite. Trained for Combat.,2192,2001,5
157353,Transcendence,en,103039258,100000000,119.0,Released,"Yesterday, Dr. Will Caster was only human...",2295,2014,5
331,Jurassic Park III,en,368780809,93000000,92.0,Released,"This time, it's not just a walk in the park!",2077,2001,5
61791,Rise of the Planet of the Apes,en,482860185,93000000,105.0,Released,Evolution Becomes Revolution.,4347,2011,7
8204,The Spiderwick Chronicles,en,162839667,90000000,95.0,Released,Their World Is Closer Than You Think.,572,2008,6
47964,A Good Day to Die Hard,en,304654182,92000000,98.0,Released,Yippee Ki-Yay Mother Russia,3493,2013,5
10733,The Alamo,en,25819961,145000000,137.0,Released,You will never forget,106,2004,5
9806,The Incredibles,en,631442092,92000000,115.0,Released,"No gut, no glory",5152,2004,7
1408,Cutthroat Island,en,10017322,98000000,119.0,Released,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,136,1995,5
32657,Percy Jackson & the Olympians: The Lightning Thief,en,226497209,95000000,118.0,Released,Worlds Collide,2010,2010,6
607,Men in Black,en,589390539,90000000,98.0,Released,Protecting the Earth from the scum of the universe.,4412,1997,6
863,Toy Story 2,en,497366869,90000000,92.0,Released,The toys are back!,3806,1999,7
44048,Unstoppable,en,167805466,100000000,98.0,Released,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",1165,2010,6
5175,Rush Hour 2,en,347325802,90000000,90.0,Released,Get ready for a second Rush!,1054,2001,6
2655,What Lies Beneath,en,155464351,100000000,130.0,Released,He was the perfect husband until his one mistake followed them home.,488,2000,6
22794,Cloudy with a Chance of Meatballs,en,242988466,100000000,90.0,Released,Prepare to get served.,1747,2009,6
8355,Ice Age: Dawn of the Dinosaurs,en,886686817,90000000,94.0,Released,You Won't Believe Your Ice!,2271,2009,6
116745,The Secret Life of Walter Mitty,en,188133322,90000000,114.0,Released,"Stop Dreaming, Start Living",3144,2013,7
4327,Charlie's Angels,en,264105545,92000000,98.0,Released,Get Some Action,1232,2000,5
1422,The Departed,en,289847354,90000000,151.0,Released,Lies. Betrayal. Sacrifice. How far will you take it?,4339,2006,7
10674,Mulan,en,304320254,90000000,88.0,Released,"This time, the princess saves the prince.",2008,1998,7
7446,Tropic Thunder,en,188072649,92000000,107.0,Released,The movie they think they're making... isn't a movie anymore.,1667,2008,6
65754,The Girl with the Dragon Tattoo,en,232617430,90000000,158.0,Released,Evil shall with evil be expelled.,2434,2011,7
1572,Die Hard: With a Vengeance,en,366101666,90000000,128.0,Released,Think fast. Look alive. Die hard.,2066,1995,6
10528,Sherlock Holmes,en,524028679,90000000,128.0,Released,Nothing escapes him.,5766,2009,7
271969,Ben-Hur,en,94061311,100000000,125.0,Released,First to finish. Last to die.,621,2016,5
10865,Atlantis: The Lost Empire,en,186053725,120000000,95.0,Released,Atlantis is waiting...,1224,2001,6
258509,Alvin and the Chipmunks: The Road Chip,en,233755553,0,92.0,Released,Fast & furry-ous,428,2015,5
2253,Valkyrie,en,200276000,75000000,121.0,Released,Many saw evil. They dared to stop it.,1173,2008,6
10661,You Don't Mess with the Zohan,en,201596308,90000000,113.0,Released,Lather. Rinse. Save the world.,1048,2008,5
257344,Pixels,en,243637091,88000000,105.0,Released,Game On.,2513,2015,5
644,A.I. Artificial Intelligence,en,235926552,100000000,146.0,Released,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",1974,2001,6
10756,The Haunted Mansion,en,182290266,90000000,99.0,Released,Check your pulse at the door... if you have one.,466,2003,5
686,Contact,en,171120329,90000000,150.0,Released,"If it's just us, it seems like an awful waste of space.",1308,1997,7
9383,Hollow Man,en,190213455,95000000,112.0,Released,What would you do if you knew you couldn't be seen?,634,2000,5
179,The Interpreter,en,162944923,80000000,128.0,Released,The truth needs no translation.,392,2005,6
76285,Percy Jackson: Sea of Monsters,en,174578751,90000000,106.0,Released,"Where There Are Gods, There Are Monsters.",1648,2013,5
1996,Lara Croft Tomb Raider: The Cradle of Life,en,156505388,95000000,117.0,Released,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,1418,2003,5
291805,Now You See Me 2,en,334901337,90000000,129.0,Released,You Haven't Seen Anything Yet,3235,2016,6
10003,The Saint,en,118063304,68000000,116.0,Released,Never reveal your name. Never turn your back. Never surrender your heart.,302,1997,5
1535,Spy Game,en,143049560,92000000,126.0,Released,It's not how you play the game. It's how the game plays you.,579,2001,6
2067,Mission to Mars,en,60874615,90000000,114.0,Released,Let There Be Life.,369,2000,5
46195,Rio,en,484635760,90000000,96.0,Released,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,2166,2011,6
2277,Bicentennial Man,en,93700000,100000000,131.0,Released,One robot's 200 year journey to become an ordinary man.,963,1999,6
10357,Volcano,en,0,90000000,104.0,Released,The coast is toast,376,1997,5
4477,The Devil's Own,en,140807547,90000000,107.0,Released,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",290,1997,5
8665,K-19: The Widowmaker,en,35168966,100000000,138.0,Released,Fate has found its hero.,264,2002,6
9387,Conan the Barbarian,en,79114085,20000000,129.0,Released,Thief. Warrior. Gladiator. King.,650,1982,6
921,Cinderella Man,en,108539911,88000000,144.0,Released,One man's extraordinary fight to save the family he loved.,616,2005,7
49852,The Nutcracker: The Untold Story,en,16178959,90000000,110.0,Released,,50,2010,5
4464,Seabiscuit,en,148336445,87000000,141.0,Released,The hopes of a nation rode on a long shot.,216,2003,6
664,Twister,en,494471524,92000000,113.0,Released,The Dark Side of Nature.,950,1996,6
8358,Cast Away,en,429632142,90000000,143.0,Released,"At the edge of the world, his journey begins.",3218,2000,7
9836,Happy Feet,en,384335608,100000000,108.0,Released,WARNING: May Cause Toe-Tapping.,1410,2006,5
2502,The Bourne Supremacy,en,288500217,75000000,108.0,Released,They should have left him alone.,2825,2004,7
9772,Air Force One,en,315156409,85000000,124.0,Released,The fate of a nation rests on the courage of one man.,840,1997,6
161,Ocean's Eleven,en,450717150,85000000,116.0,Released,Are you in or out?,3783,2001,7
52451,The Three Musketeers,en,132274484,75000000,110.0,Released,Every legend has a new beginning.,924,2011,5
76492,Hotel Transylvania,en,358375603,85000000,91.0,Released,Where monsters go to get away from it all,2566,2012,6
4523,Enchanted,en,340487652,85000000,107.0,Released,This fairytale princess is about to meet a real Prince Charming,1449,2007,6
59961,Safe House,en,208076205,85000000,115.0,Released,No one is safe,1345,2012,6
10481,102 Dalmatians,en,183611771,85000000,100.0,Released,Meet Two Unlikely Heroes With A Bone To Pick.,313,2000,5
59108,Tower Heist,en,152930623,75000000,104.0,Released,Ordinary guys. An extraordinary robbery.,932,2011,5
1581,The Holiday,en,194168700,85000000,136.0,Released,It's Christmas Eve and we are going to go celebrate being young and being alive.,1225,2006,6
9798,Enemy of the State,en,250649836,90000000,132.0,Released,It's not paranoia if they're really after you.,1240,1998,6
22897,It's Complicated,en,219103655,85000000,121.0,Released,First comes marriage. Then comes divorce. And then...,360,2009,6
298,Ocean's Thirteen,en,311312624,85000000,122.0,Released,What are the odds of getting even? 13 to one.,1999,2007,6
7484,Open Season,en,197309027,85000000,83.0,Released,One Fur All & All Fur One,656,2006,6
157350,Divergent,en,288747895,85000000,139.0,Released,What makes you different makes you dangerous.,4663,2014,6
853,Enemy at the Gates,en,96976270,68000000,131.0,Released,Some Men Are Born To Be Heroes.,999,2001,7
10159,The Rundown,en,80916492,85000000,104.0,Released,cut to the chase,514,2003,6
9593,Last Action Hero,en,137298489,85000000,130.0,Released,This isn't the movies anymore.,712,1993,6
1904,Memoirs of a Geisha,en,162242962,85000000,145.0,Released,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.",652,2005,7
9615,The Fast and the Furious: Tokyo Drift,en,158468292,85000000,104.0,Released,"On the streets of Tokyo, speed needs no translation...",1705,2006,6
51052,Arthur Christmas,en,0,0,97.0,Released,Ever wonder how 2 Billion presents get delivered all in 1 night?,333,2011,6
297,Meet Joe Black,en,142940100,90000000,178.0,Released,Sooner or later everyone does.,1147,1998,6
9884,Collateral Damage,en,78382433,85000000,108.0,Released,What would you do if you lost everything?,427,2002,5
16858,All That Jazz,en,37823676,0,123.0,Released,All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.,85,1979,7
62764,Mirror Mirror,en,183018522,85000000,106.0,Released,The Snow White legend comes alive.,1114,2012,5
22538,Scott Pilgrim vs. the World,en,47664559,60000000,112.0,Released,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,2126,2010,7
9341,The Core,en,74208267,60000000,136.0,Released,Earth has a deadline.,516,2003,5
12107,Nutty Professor II: The Klumps,en,123307945,84000000,106.0,Released,The Klumps are back!,332,2000,4
9637,Scooby-Doo,en,275650703,84000000,88.0,Released,Get a Clue,820,2002,5
49049,Dredd,en,41037742,50000000,95.0,Released,Judgement is coming,1940,2012,6
9339,Click,en,237681299,82500000,107.0,Released,What If You Had A Remote... That Controlled Your Universe?,2104,2006,6
16281,Creepshow,en,21028755,8000000,120.0,Released,The Most Fun You'll Ever Have... BEING SCARED!,226,1982,6
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,en,112483764,85000000,82.0,Released,Just like real spies... only furrier.,119,2010,4
8247,Jumper,en,222231186,85000000,88.0,Released,anywhere is possible.,1799,2008,5
11253,Hellboy II: The Golden Army,en,160388063,85000000,120.0,Released,Saving the world is a hell of a job.,1527,2008,6
1949,Zodiac,en,84785914,65000000,157.0,Released,There's more than one way to lose your life to a killer.,2023,2007,7
8452,The 6th Day,en,96085477,82000000,123.0,Released,Are You Who You Think You Are,595,2000,5
310,Bruce Almighty,en,484572835,80000000,101.0,Released,In Bruce we trust,3012,2003,6
27578,The Expendables,en,274470394,80000000,103.0,Released,Choose Your Weapon.,2926,2010,6
954,Mission: Impossible,en,457696359,80000000,110.0,Released,Expect the Impossible.,2631,1996,6
70160,The Hunger Games,en,691210692,75000000,142.0,Released,May The Odds Be Ever In Your Favor.,9455,2012,6
45243,The Hangover Part II,en,254455986,80000000,102.0,Released,The Wolfpack Is Back,3739,2011,6
364,Batman Returns,en,280000000,80000000,126.0,Released,"The Bat, the Cat, the Penguin.",1673,1992,6
7518,Over the Hedge,en,343397247,80000000,83.0,Released,Taking back the neighborhood... One snack at a time.,1074,2006,6
11544,Lilo & Stitch,en,145771527,80000000,85.0,Released,He's coming to our galaxy.,1314,2002,7
9986,Charlotte's Web,en,144000000,85000000,97.0,Released,"Something unexpected, unbelievable, unforgettable.",288,2006,5
8656,Deep Impact,en,140464664,75000000,120.0,Released,Heaven and Earth are about to collide.,855,1998,5
146216,RED 2,en,0,84000000,116.0,Released,The best never rest.,1526,2013,6
9291,The Longest Yard,en,190320568,82000000,113.0,Released,"If you can't get out, get even.",785,2005,6
55301,Alvin and the Chipmunks: Chipwrecked,en,342695435,75000000,87.0,Released,This holiday it's gonna get squeaky.,484,2011,5
109418,Grown Ups 2,en,246984278,80000000,100.0,Released,Just because they're a little older doesn't mean they've grown up.,1155,2013,5
11665,Get Smart,en,230685453,80000000,110.0,Released,Saving The World...And Loving It!,1051,2008,6
6964,Something's Gotta Give,en,266728738,80000000,128.0,Released,Schmucks are people too.,410,2003,6
11324,Shutter Island,en,294804195,80000000,138.0,Released,Someone is missing.,6336,2010,7
12193,Four Christmases,en,163733697,80000000,88.0,Released,"His father, her mother, his mother and her father all in one day.",331,2008,5
9928,Robots,en,260696994,75000000,91.0,Released,You can shine no matter what you're made of.,1333,2005,6
754,Face/Off,en,245676146,80000000,138.0,Released,"In order to catch him, he must become him.",1583,1997,6
10202,Bedtime Stories,en,212874442,80000000,99.0,Released,Whatever they dream up... he has to survive.,901,2008,5
4147,Road to Perdition,en,181001478,80000000,117.0,Released,Pray for Michael Sullivan.,1077,2002,7
50546,Just Go with It,en,214918407,80000000,117.0,Released,Sometimes a guy's best wingman... is a wingwoman,1543,2011,6
1701,Con Air,en,224012234,75000000,115.0,Released,They were deadly on the ground; Now they have wings,1270,1997,6
13027,Eagle Eye,en,178066569,80000000,118.0,Released,Don't walk. Run.,1018,2008,6
2289,Cold Mountain,en,173013509,79000000,154.0,Released,Find the strength. Find the courage. No matter what it takes... find the way home.,533,2003,6
20504,The Book of Eli,en,157107755,80000000,118.0,Released,Some will kill to have it. He will kill to protect it.,2164,2010,6
9574,Flubber,en,177977226,80000000,93.0,Released,Catch it if you can!,695,1997,5
11618,The Haunting,en,91188905,80000000,113.0,Released,Some houses are born bad.,369,1999,5
2300,Space Jam,en,250200000,80000000,88.0,Released,Get ready to jam.,1288,1996,6
12096,The Pink Panther,en,0,0,93.0,Released,Pardon His French.,550,2006,5
10200,The Day the Earth Stood Still,en,233093859,80000000,104.0,Released,12.12.08 is the Day the Earth Stood Still,1043,2008,5
8834,Conspiracy Theory,en,136982834,75000000,135.0,Released,What if your most paranoid nightmares had just come true?,431,1997,6
228150,Fury,en,211817906,68000000,135.0,Released,War never ends quietly.,3946,2014,7
6068,Six Days Seven Nights,en,164000000,70000000,98.0,Released,"After this week in paradise, they’re going to need a vacation.",332,1998,5
41515,Yogi Bear,en,201584141,80000000,80.0,Released,Life's a Pic-A-Nic,220,2010,5
9023,Spirit: Stallion of the Cimarron,en,122563539,80000000,83.0,Released,Leader. Hero. Legend.,831,2002,7
38317,Zookeeper,en,169852759,80000000,102.0,Released,Welcome to his jungle.,498,2011,5
2157,Lost in Space,en,136159423,80000000,130.0,Released,"Danger, Will Robinson!",388,1998,5
14462,The Manchurian Candidate,en,96105964,80000000,129.0,Released,This summer everything is under control.,393,2004,6
161795,Déjà Vu,en,0,0,117.0,Released,Your future is set...,1,1998,8
159824,Hotel Transylvania 2,en,473226958,80000000,89.0,Released,They're back to raise a little terror,1497,2015,6
49948,Fantasia 2000,en,90874570,80000000,74.0,Released,,292,1999,7
2135,The Time Machine,en,123729176,80000000,96.0,Released,The greatest adventure THROUGH all time!,631,2002,5
9822,Mighty Joe Young,en,0,90000000,114.0,Released,Survival is an instinct.,208,1998,5
9705,Swordfish,en,147080413,102000000,99.0,Released,Log On. Hack In. Go Anywhere. Get Everything.,932,2001,6
1656,The Legend of Zorro,en,142400065,75000000,129.0,Released,The original caped crusader is back!,893,2005,5
12159,What Dreams May Come,en,71485043,85000000,113.0,Released,After life there is more. The end is just the beginning.,577,1998,6
9678,Little Nicky,en,0,85000000,90.0,Released,He's Never Been To Earth. He's Never Even Slept Over Some Other Dude's House.,438,2000,5
4442,The Brothers Grimm,en,105316267,88000000,118.0,Released,Eliminating Evil Since 1812.,818,2005,5
75,Mars Attacks!,en,101371017,70000000,106.0,Released,Nice planet. We'll take it!,1509,1996,6
330770,Evolution,fr,0,0,81.0,Released,,47,2015,6
9433,The Edge,en,43312294,0,117.0,Released,"They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.",349,1997,6
19959,Surrogates,en,122444772,80000000,89.0,Released,How do you save humanity when the only thing that's real is you?,1195,2009,5
11973,Thirteen Days,en,34566746,80000000,145.0,Released,You'll never believe how close we came,189,2000,6
11228,Daylight,en,159212469,80000000,115.0,Released,No air. No escape. No time.,378,1996,5
77951,Walking With Dinosaurs,en,126546518,80000000,87.0,Released,The Greatest Adventure in 70 Million Years,133,2013,5
5491,Battlefield Earth,en,21400000,44000000,118.0,Released,Take Back The Planet,255,2000,3
10715,Looney Tunes: Back in Action,en,68514844,80000000,90.0,Released,Real life has never been so animated.,297,2003,5
10197,Nine,en,53825515,80000000,112.0,Released,"This Holiday Season, Be Italian",165,2009,5
9562,Timeline,en,19480739,80000000,116.0,Released,They had to travel into the past to save the future,318,2003,5
9922,The Postman,en,17626234,80000000,177.0,Released,The year is 2013. One man walked in off the horizon and hope came with him.,299,1997,6
9447,Babe: Pig in the City,en,69131860,90000000,92.0,Released,This little pig went to the city...,305,1998,5
274854,The Last Witch Hunter,en,146936910,90000000,106.0,Released,Hunt forever.,1316,2015,5
8870,Red Planet,en,33463969,80000000,106.0,Released,Not A Sound. Not A Warning. Not A Chance. Not Alone.,267,2000,5
9992,Arthur and the Invisibles,en,107944236,86000000,94.0,Released,Adventure awaits in your own backyard.,639,2006,6
36970,Oceans,en,19406406,0,84.0,Released,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.,111,2009,7
10077,A Sound of Thunder,en,5989640,80000000,110.0,Released,Some Rules Should Never Be Broken.,111,2005,4
76649,Pompeii,en,117831631,130000000,105.0,Released,No warning. No escape.,1267,2014,5
293644,Top Cat Begins,es,0,8000000,89.0,Released,,9,2015,5
453,A Beautiful Mind,en,313542341,60000000,135.0,Released,I need to believe that something extra ordinary is possible...,3009,2001,7
8587,The Lion King,en,788241776,45000000,89.0,Released,Life's greatest adventure is finding your place in the Circle of Life.,5376,1994,8
72545,Journey 2: The Mysterious Island,en,355692760,79000000,94.0,Released,Believe the Impossible. Discover the Incredible.,1030,2012,5
109451,Cloudy with a Chance of Meatballs 2,en,248384621,78000000,95.0,Released,Something big was leftover.,915,2013,6
9533,Red Dragon,en,209196298,78000000,124.0,Released,Before the Silence.,1115,2002,6
2023,Hidalgo,en,108103450,100000000,136.0,Released,Unbridled. Unbroken. Unbeaten.,318,2004,6
71880,Jack and Jill,en,149673788,79000000,91.0,Released,His twin sister is coming for the holidays... ...and it ain't pretty.,604,2011,4
584,2 Fast 2 Furious,en,236350661,76000000,107.0,Released,How Fast Do You Want It?,2028,2003,6
309809,The Little Prince,en,97571250,64000000,92.0,Released,Growing up isn't the problem... forgetting is.,756,2015,7
4858,The Invasion,en,15071514,80000000,99.0,Released,Do not trust anyone. Do not show emotion. Do not fall asleep.,359,2007,5
17711,The Adventures of Rocky & Bullwinkle,en,35134820,76000000,88.0,Released,This summer it's not the same old bull.,87,2000,3
328111,The Secret Life of Pets,en,875958308,75000000,87.0,Released,Think this is what they do all day?,3462,2016,5
8698,The League of Extraordinary Gentlemen,en,179265204,78000000,110.0,Released,The power of seven become a league of one.,1155,2003,5
93456,Despicable Me 2,en,970761885,76000000,98.0,Released,Back 2 Work,4637,2013,7
602,Independence Day,en,816969268,75000000,145.0,Released,Earth. Take a good look. It might be your last.,3260,1996,6
330,The Lost World: Jurassic Park,en,229074524,73000000,129.0,Released,Something has survived.,2487,1997,6
953,Madagascar,en,532680671,75000000,86.0,Released,Someone's got a zoo loose.,3237,2005,6
9693,Children of Men,en,69959751,76000000,109.0,Released,The future's a thing of the past.,2071,2006,7
36657,X-Men,en,296339527,75000000,104.0,Released,Evolution Begins,4097,2000,6
8909,Wanted,en,258270008,75000000,110.0,Released,Choose your destiny.,2528,2008,6
9802,The Rock,en,335062621,75000000,136.0,Released,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.,1456,1996,6
950,Ice Age: The Meltdown,en,660940780,80000000,91.0,Released,The Ice age is melting away.,2951,2006,6
1824,50 First Dates,en,196482882,75000000,99.0,Released,Imagine having to win over the girl of your dreams... every friggin' day.,2105,2004,6
2976,Hairspray,en,90450008,50000000,117.0,Released,"When you follow your own beat, the world will follow you.",709,2007,6
11026,Exorcist: The Beginning,en,78000586,80000000,114.0,Released,Go back to where the horror began.,183,2004,4
332,Inspector Gadget,en,0,75000000,78.0,Released,The greatest hero ever assembled.,318,1999,4
75656,Now You See Me,en,117698894,75000000,115.0,Released,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,5487,2013,7
38365,Grown Ups,en,271430189,80000000,102.0,Released,Boys will be boys. . . some longer than others.,1705,2010,6
594,The Terminal,en,219417255,60000000,128.0,Released,Life is waiting.,1910,2004,7
15189,Hotel for Dogs,en,73034460,35000000,100.0,Released,No stray gets turned away.,202,2009,5
11678,Vertical Limit,en,215663859,75000000,124.0,Released,The Mountain Will Decide.,283,2000,5
6538,Charlie Wilson's War,en,119000410,75000000,102.0,Released,Based on a true story. You think we could make all this up?,338,2007,6
10555,Shark Tale,en,367275019,75000000,90.0,Released,The story of what happens when one little fish tells a great white lie...,1557,2004,5
1125,Dreamgirls,en,154937680,70000000,134.0,Released,One Dream Will Change Everything,284,2006,6
4551,Be Cool,en,95226116,53000000,118.0,Released,Everyone is looking for the next big hit,292,2005,5
612,Munich,en,130358911,70000000,164.0,Released,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,696,2005,6
9567,Tears of the Sun,en,85632458,70000000,121.0,Released,He was trained to follow orders. He became a hero by defying them.,573,2003,6
37821,Killers,en,98159963,75000000,100.0,Released,Perfect wife. Perfect target.,772,2010,5
203801,The Man from U.N.C.L.E.,en,108145109,75000000,116.0,Released,Saving the world never goes out of style.,2265,2015,7
2539,Spanglish,en,55041367,80000000,130.0,Released,Every family has a hero.,369,2004,5
9297,Monster House,en,140175006,75000000,91.0,Released,The House is . . . ALIVE!,874,2006,6
3172,Bandits,en,67631903,75000000,123.0,Released,"Two's company, three's a crime.",302,2001,6
6520,First Knight,en,127600435,55000000,134.0,Released,Their greatest battle would be for her love.,311,1995,5
1439,Anna and the King,en,0,75000000,148.0,Released,,197,1999,6
37958,Immortals,en,226904017,75000000,110.0,Released,The Gods need a hero.,880,2011,5
2026,Hostage,en,77944725,52000000,113.0,Released,Every Second Counts,512,2005,6
7450,Titan A.E.,en,36754634,75000000,94.0,Released,"When Earth Ends, The Adventure Begins.",313,2000,6
11375,Hollywood Homicide,en,51142659,75000000,116.0,Released,,166,2003,5
9425,Soldier,en,14567883,75000000,99.0,Released,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",221,1998,6
25769,Carriers,en,5802422,0,84.0,Released,"The rules are simple. You break them, you die...",282,2009,5
23685,Monkeybone,en,5409517,75000000,93.0,Released,"If It Yells, If It Swings, It's Got To Be Monkeybone!",78,2001,4
11866,Flight of the Phoenix,en,21009180,45000000,113.0,Released,"Out of the ashes, hope will rise.",276,2004,5
9741,Unbreakable,en,248118121,75000000,106.0,Released,Some things are only revealed by accident.,1946,2000,6
211672,Minions,en,1156730962,74000000,91.0,Released,"Before Gru, they had a history of bad bosses",4571,2015,6
